V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,survey_code,experiment,Q17,Q23,Q58,Q32_1,Q32_2,Q32_3,Q32_4,Q14(1),Q14(2),Q14(3),Q14(4),Q14(5),Q14(6),Q14(7),Q14(8),Q14(9),Q25_1(1),Q25_1(2),Q25_1(3),Q25_1(4),Q25_1(5),Q25_1(6),Q25_1(7),Q25_1(8),Q25_1(9),Q20(1),Q20(2),Q20(3),Q20(4),Q20(5),Q20(6),Q20(7),Q20(8),Q20(9),Q4_1(1),Q4_2(1),Q4_3(1),Q4_4(1),Q4_1(2),Q4_2(2),Q4_3(2),Q4_4(2),Q4_1(3),Q4_2(3),Q4_3(3),Q4_4(3),Q4_1(4),Q4_2(4),Q4_3(4),Q4_4(4),Q4_1(5),Q4_2(5),Q4_3(5),Q4_4(5),Q4_1(6),Q4_2(6),Q4_3(6),Q4_4(6),Q4_1(7),Q4_2(7),Q4_3(7),Q4_4(7),Q4_1(8),Q4_2(8),Q4_3(8),Q4_4(8),Q4_1(9),Q4_2(9),Q4_3(9),Q4_4(9),Q52,Q33_1,Q33_2,Q33_3,Q33_4,Q46(1),Q46(2),Q46(3),Q46(4),Q46(5),Q46(6),Q46(7),Q46(8),Q46(9),Q47_1(1),Q47_1(2),Q47_1(3),Q47_1(4),Q47_1(5),Q47_1(6),Q47_1(7),Q47_1(8),Q47_1(9),Q49(1),Q49(2),Q49(3),Q49(4),Q49(5),Q49(6),Q49(7),Q49(8),Q49(9),Q50_1(1),Q50_2(1),Q50_3(1),Q50_4(1),Q50_1(2),Q50_2(2),Q50_3(2),Q50_4(2),Q50_1(3),Q50_2(3),Q50_3(3),Q50_4(3),Q50_1(4),Q50_2(4),Q50_3(4),Q50_4(4),Q50_1(5),Q50_2(5),Q50_3(5),Q50_4(5),Q50_1(6),Q50_2(6),Q50_3(6),Q50_4(6),Q50_1(7),Q50_2(7),Q50_3(7),Q50_4(7),Q50_1(8),Q50_2(8),Q50_3(8),Q50_4(8),Q50_1(9),Q50_2(9),Q50_3(9),Q50_4(9),Q18,Q16,Q15,Q17,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q36,LocationLatitude,LocationLongitude,LocationAccuracy,
R_3OeHqVceeUhBUW1,Default Response Set,Anonymous,,,172.56.16.65,0,2015-08-27 11:27:31,2015-08-27 11:31:08,1,78556044,trust,1,,1,0,0,8.518,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4.014,0,1,1,1,1,1,1,1,1,1,57,56,55,49,62,51,42,63,51,2,2,2,2,2,2,2,2,2,3.734,7.227,11.923,4,3.258,4.937,6.585,2,7.362,20.9,24.621,7,2.814,5.162,6.404,3,4.554,5.828,7.053,2,2.731,4.0489999999999995,5.745,2,6.762,7.97,9.757,2,2.063,3.236,4.653,2,2.993,4.317,5.499,2,Went smoothly,1,19,2,,,,,1,,,,,1,37.311996459961,-121.96600341797,-1,
R_ebUvcop6nG5Cj1H,Default Response Set,Anonymous,,,205.178.105.6,0,2015-08-27 11:27:07,2015-08-27 11:31:13,1,78571036,likeability,1,1,1,0,0,18.141,0,1,1,1,1,1,1,1,1,1,-62,19,-14,1,44,41,6,-37,-12,2,2,2,2,2,2,2,2,2,13.274,16.576999999999998,17.837,3,4.184,9.312000000000001,11.3,2,4.22,7.428000000000001,9.143,4,3.798,14.454,15.882,4,4.07,5.838,7.266,2,8.83,11.31,13.641,2,5.404,13.988,15.545,4,3.214,6.325,7.834,3,3.729,10.024000000000001,13.139,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,2,66,2,1,,,,,,,,,1,41.920593261719,-87.701698303223,-1,
R_1SxeTjIN8lMrhVX,Default Response Set,Anonymous,,,23.228.134.135,0,2015-08-27 11:26:01,2015-08-27 11:32:05,1,78561251,trust,1,,1,166.456,166.456,181.691,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,14.57,0,1,1,1,1,1,1,1,1,1,10,10,10,0,50,50,10,20,0,2,2,2,2,2,2,2,2,2,3.19,3.854,5.148,2,4.68,5.843,8.19,2,5.013,6.146,7.23,2,2.8,3.681,4.791,2,3.511,4.378,5.582,2,8.818,9.786999999999999,10.706,2,12.225,13.773,14.668,2,4.564,5.571,6.829,2,1.638,2.452,3.653,2,N/A,2,24,4,1,,,,,,,,,1,39.014205932617,-94.595100402832,-1,
R_bPkp2dLDsH56GTr,Default Response Set,Anonymous,,,71.120.7.160,0,2015-08-27 11:27:30,2015-08-27 11:32:06,1,78535286,trust,1,,1,0,0,25.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,88.882,88.882,100.687,1,1,1,1,1,1,1,1,1,1,10,50,45,85,65,50,20,30,10,2,2,2,2,2,2,2,2,2,1.991,6.383000000000001,7.499,2,3.825,9.145,10.454,2,3.659,7.754,9.943,2,1.335,4.5120000000000005,6.362,2,1.18,5.035,6.696,2,3.594,6.538,7.775,2,1.069,4.445,6.513,2,4.739,13.212,14.224,2,1.439,5.646,6.579,2,I did not experience any confusion or technical problems.,2,28,2,,,,,,,,,1,1,38.691101074219,-77.206001281738,-1,
R_880sEjjD6c2ANBr,Default Response Set,Anonymous,,,75.136.115.244,0,2015-08-27 11:28:08,2015-08-27 11:32:07,1,78558226,trust,1,,1,0,0,7.588,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.226,33.441,73.388,3,1,1,1,1,1,1,1,1,1,50,45,45,35,20,10,40,50,40,2,2,2,2,2,2,2,2,2,2.394,5.752000000000001,6.762,3,2.078,4.621,5.552,2,1.456,4.4479999999999995,5.49,3,1.628,3.596,4.455,3,5.303,6.407,7.258,2,1.825,6.713000000000001,8.956,3,2.218,3.042,3.979,2,2.895,3.791,21.816,2,4.556,35.659000000000006,36.597,3,No confusion or technical problems.,2,27,3,,1,,,,,,,,1,35.610000610352,-80.98819732666,-1,
R_2tcHKHO0KEJH6pT,Default Response Set,Anonymous,,,108.94.130.166,0,2015-08-27 11:28:33,2015-08-27 11:32:21,1,78542181,trust,1,,1,0,0,10.036,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,45.435,0,1,1,1,1,1,1,1,1,1,33,21,57,63,50,35,20,31,34,2,2,2,2,2,2,2,2,2,8.913,12.449,14.972,2,4.535,10.103,12.743,2,4.613,7.067,9.29,2,5.326,7.654,10.059,2,4.465,6.984999999999999,9.705,2,9.661,12.109,13.22,2,7.804,13.228000000000002,15.938,2,3.903,8.28,11.322,2,6.174,11,11.763,3,No problems at all,1,43,3,1,,,,,,,,,1,41.445205688477,-81.699600219727,-1,
R_1SnmkCOI3R6UMwl,Default Response Set,Anonymous,,,75.50.187.28,0,2015-08-27 11:26:14,2015-08-27 11:32:22,1,78528215,trust,1,,1,134.292,138.145,140.079,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,85.39,0,1,1,1,1,1,1,1,1,1,10,12,5,7,2,1,25,20,5,2,2,2,2,2,2,2,2,2,7.059,8.178,9.682,2,4.036,5.547,6.29,2,2.303,5.933999999999999,6.925,3,3.689,4.527,5.229,2,6.277,7.117,8.598,2,3.265,4.312,5.085,2,2.756,4.151,5.632,2,2.192,5.495,7.093,3,3.323,4.411,5.209,2,,2,36,2,,,,,,,,,1,1,33.948501586914,-118.20169830322,-1,
R_784K5l8fiby1ZI1,Default Response Set,Anonymous,,,108.233.126.24,0,2015-08-27 11:28:23,2015-08-27 11:32:48,1,78569640,likeability,1,1,1,0,0,30.802,0,1,1,1,1,1,1,1,1,1,0,40,-30,-20,-40,-15,40,20,10,2,2,2,2,2,2,2,2,2,7.414,14.800999999999998,16.77,2,5.109,13.594000000000001,14.95,3,10.347,13.114999999999998,13.963,2,6.249,9.615,10.909,2,7.863,12.435,15.966,3,18.46,21.521,22.706,2,2.766,10.657,11.769,3,12.369,16.521,19.683,2,7.765,12.804,14.976,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No confusion or tech problems.,2,33,4,1,,,,,,,,,1,37.353698730469,-122.03070068359,-1,
R_bElB4jVVAJWQCZn,Default Response Set,Anonymous,,,108.33.127.176,0,2015-08-27 11:27:37,2015-08-27 11:32:52,1,78546738,likeability,1,1,1,0,0,17.473,0,1,1,1,1,1,1,1,1,1,-33,12,-46,-9,-76,100,21,35,0,2,2,2,2,2,2,2,2,2,6.71,11.011,11.692,2,6.915,9.954,11.297,2,6.019,19.384999999999998,26.988,4,5.995,15.834,17.064,2,9.726,12.985000000000001,16.471,3,19.705,25.314999999999998,27.516,4,4.588,7.149,9.572,3,4.883,10.690999999999999,13.787,2,10.731,13.265,15.943,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No technical problems occurred and verything in the survey was clearly written. Thank you,1,40,4,,,,,,,,,1,1,28.381896972656,-82.650497436523,-1,
R_423MnQ9P1mXGWkR,Default Response Set,Anonymous,,,50.136.28.73,0,2015-08-27 11:29:42,2015-08-27 11:33:10,1,78568712,trust,1,,1,0,0,13.099,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,41.416,0,1,1,1,1,1,1,1,1,1,40,35,40,70,40,50,40,50,35,2,2,2,2,2,2,2,2,2,1.639,2.751,3.479,3,2.062,3.1079999999999997,4.855,3,1.663,5.282,6.339,4,2.718,3.699,4.907,2,3.291,3.788,4.483,2,3.417,4.686999999999999,5.644,2,4.112,4.948,5.565,2,3.469,4.09,4.858,2,70.771,71.583,73.372,2,N/A,2,29,2,1,,,,,,,,,1,42.399703979492,-71.031600952148,-1,
R_1Unk5D8SdwzHPed,Default Response Set,Anonymous,,,137.254.4.8,0,2015-08-27 11:24:59,2015-08-27 11:33:16,1,78597180,trust,1,,1,2.109,2.109,6.635,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,11.238,0,1,1,1,1,1,1,1,1,1,92,81,100,80,50,20,18,92,91,2,2,2,2,1,2,2,2,2,1.406,2.272,3.287,2,1.244,2.9850000000000003,3.932,3,1.357,3.061,3.663,3,3.42,4.484999999999999,5.041,2,3.845,6.992,10.633,2,2.08,9.535,10.427,4,1.864,3.023,3.554,2,1.48,2.465,3.368,3,1.09,4.043,4.678,6,No I did not,2,25,4,1,,,,,,,,,1,42.3583984375,-71.059799194336,-1,
R_cZmTYqYhkLgVntr,Default Response Set,Anonymous,,,99.197.202.87,0,2015-08-27 11:27:24,2015-08-27 11:33:24,1,78598423,trust,1,,1,0,0,19.301,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,82.802,0,1,1,1,1,1,1,1,1,1,10,71,0,30,0,19,70,100,74,2,2,2,2,2,2,2,2,2,5.385,7.417999999999999,8.76,2,13.833,22.536,24.603,2,8.012,13.818000000000001,15.387,4,8.114,24.638,26.056,6,6.081,10.940000000000001,12.23,2,3.791,13.333,5.078,5,8.386,10.014,11.076,2,6.269,9.865,10.883,3,9.104,11.163,12.127,2,No,2,28,3,,1,,,,,,,,1,34.052200317383,-118.24369812012,-1,
R_bJFBuWiLh26MyTr,Default Response Set,Anonymous,,,98.26.163.87,0,2015-08-27 11:22:36,2015-08-27 11:33:35,1,78547563,trust,1,,1,0,0,17.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,58.78,0,1,1,1,1,1,1,1,1,1,50,50,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,6.37,10.966000000000001,12.562,2,5.704,10.407,11.93,2,7.482,11.124,18.134,2,4.806,14.768,20.603,3,5.578,41.131,63.961,4,7.841,9.306000000000001,11.014,2,4.943,8.341,9.494,2,3.87,11.99,13.277,3,5.338,9.341000000000001,11.064,2,Not at all.,2,70,4,1,,,,,,,,,1,35.966506958008,-79.345001220703,-1,
R_6xsv9fDQw8f2DbL,Default Response Set,Anonymous,,,68.81.215.29,0,2015-08-27 11:31:01,2015-08-27 11:33:38,1,78526619,trust,1,,1,0,0,20.773,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,27.948,0,1,1,1,1,1,1,1,1,1,10,5,0,5,15,10,10,12,0,1,2,2,2,1,1,2,2,2,1.864,4.912,6.023,2,2.776,3.423,4.357,2,1.815,2.576,3.989,2,4.669,9.341,10.355,3,3.344,7.168,7.428,5,2.192,5.7669999999999995,6.638,4,1.236,4.802,5.7,4,5.377,6.279999999999999,7.375,2,1.613,2.165,3.011,2,No problems.,2,25,2,,,,,,1,,,,1,40.012405395508,-75.147102355957,-1,
R_eVcmLC4IOidICt7,Default Response Set,Anonymous,,,24.115.141.72,0,2015-08-27 11:22:06,2015-08-27 11:33:43,1,78507849,likeability,1,1,1,0,0,8.315,0,1,1,1,1,1,1,1,1,1,-79,43,-63,-22,-44,-22,-20,-61,-41,2,2,2,2,2,2,2,2,2,28.571,30.004,30.72,4,1.856,3.64,4.428,2,136.146,137.071,137.847,2,1.79,2.644,4.038,2,276.368,277.584,278.5,2,11.202,12.656,13.632,3,1.792,2.9530000000000003,3.769,3,17.235,18.336,19.941,2,4.115,6.557,8.103,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,33,4,1,,,,,,,,,1,41.071502685547,-75.127799987793,-1,
R_bIAkPxEaryGZJGZ,Default Response Set,Anonymous,,,216.158.249.42,0,2015-08-27 11:32:44,2015-08-27 11:34:17,1,78564825,likeability,1,1,1,0,0,2.156,0,1,1,1,1,1,1,1,1,1,-71,-53,-14,12,-9,72,-21,0,19,2,2,2,2,2,2,2,2,2,1.384,3.144,3.884,4,1.507,2.235,2.826,2,1.258,2.104,3.149,3,1.367,3.029,4.474,3,1.653,4.238,4.858,4,1.422,2.622,3.259,4,1.956,2.804,3.393,3,1.49,2.424,2.969,3,1.979,4.164,5.481,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,2,1,,,,,,,,,1,36.113296508789,-105.7341003418,-1,
R_0THGHoBRfRvrcuF,Default Response Set,Anonymous,,,71.92.66.34,0,2015-08-27 11:24:47,2015-08-27 11:34:35,1,78577557,likeability,1,1,1,0,0,11.637,0,1,1,1,1,1,1,1,1,1,-100,40,-64,-84,0,95,63,41,20,2,2,2,2,2,2,2,2,2,3.167,4.734999999999999,6.099,2,4.076,4.898999999999999,6.063,2,3.906,6.54,7.854,3,2.779,4.925,5.515,4,5.623,16.243000000000002,17.548,5,7.161,8.152,9.692,2,3.04,6.975999999999999,7.805,5,4.968,7.055,7.859,2,4.278,12.814,14.352,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not at all,1,40,4,,,,,,,1,,,1,34.09049987793,-118.13439941406,-1,
R_6VhcmtcXQfPJdnD,Default Response Set,Anonymous,,,67.81.127.124,0,2015-08-27 11:32:18,2015-08-27 11:34:35,1,78570947,likeability,1,1,1,0,0,6.142,0,1,1,1,1,1,1,1,1,1,0,1,0,0,61,100,20,0,-100,2,2,2,2,2,2,2,2,2,2.193,3.013,3.747,2,1.75,2.61,3.128,2,3.054,3.846,4.388,2,2.562,3.4979999999999998,4.104,2,1.758,4.534000000000001,5.348,4,2.479,3.351,3.957,2,3.05,3.8259999999999996,4.368,2,1.738,2.665,3.2,2,3.918,6.42,7.116,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,25,4,1,,,,,,,,,1,40.919403076172,-73.860702514648,-1,
R_bxeo82b78IumHit,Default Response Set,Anonymous,,,64.247.100.106,0,2015-08-27 11:29:30,2015-08-27 11:34:44,1,78509538,likeability,1,1,1,0,0,165.801,0,1,1,1,1,1,1,1,1,1,-72,36,1,77,32,0,18,63,-29,2,2,2,2,2,2,2,2,2,2.033,5.253,8.035,4,2.617,5.119,6.243,3,1.956,4.098,5.064,3,2.98,3.684,5.052,2,16.581,20.781,26.226,3,3.851,7.451,8.7,5,8.444,9.543000000000001,10.316,2,1.955,10.857,13.664,6,2.102,7.036,7.805,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nope, very well done.",2,19,2,1,,,,,,,,,1,39.303100585938,-82.082801818848,-1,
R_2nST7u2dU4LUiR7,Default Response Set,Anonymous,,,173.84.199.151,0,2015-08-27 11:27:35,2015-08-27 11:35:06,1,78566517,likeability,1,1,1,0,0,11.389,0,1,1,1,1,1,1,1,1,1,-100,85,-39,-20,90,100,60,-10,76,2,2,2,2,2,2,2,2,2,3.524,5.462,6.165,3,4.939,7.526,8.591,2,20.213,21.629,22.698,2,10.296,26.588,28.489,4,11.396,14.510000000000002,15.663,2,5.397,6.736000000000001,9.105,2,5.353,6.542999999999999,7.224,2,8.547,16.382,17.22,3,4.503,5.48,6.563,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,2,1,,,,,,,,,1,48.325897216797,-115.35959625244,-1,
R_0NHbH7duXXDJLhj,Default Response Set,Anonymous,,,68.226.163.1,0,2015-08-27 11:31:59,2015-08-27 11:35:07,1,78585731,trust,1,,1,0,0,11.787,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.693,41.693,42.019,1,1,1,1,1,1,1,1,1,1,100,100,100,49,75,60,100,80,75,2,2,2,2,2,2,2,2,2,4.574,5.664,6.563,2,17.578,21.544999999999998,22.571,5,6.286,13.57,16.094,2,4.073,9.081,10.746,3,2.238,3.143,3.973,2,2.41,5.8229999999999995,6.548,4,1.37,4.496,5.903,3,3.51,4.245,5.025,2,2.652,4.911,6.517,2,,2,28,2,1,,,,,,,,,1,30.160507202148,-92.033203125,-1,
R_07cyQll7aV9oiyx,Default Response Set,Anonymous,,,173.27.120.129,0,2015-08-27 11:26:17,2015-08-27 11:35:16,1,78540623,trust,1,,1,0,0,3.956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,407.543,0,1,1,1,1,1,1,1,1,1,10,10,30,25,20,20,10,10,40,2,2,2,2,2,2,2,2,2,2.853,10.885000000000002,11.708,5,4.17,9.193999999999999,10.122,3,3.815,7.494000000000001,8.283,3,3.673,4.9190000000000005,5.773,2,2.059,5.037,6.146,3,6.347,11.455000000000002,12.469,4,4.895,6.901999999999999,8.596,3,3.643,8.606,10,3,6.292,7.386,8.604,2,,1,29,2,,1,,,,,,,,1,30.9375,-83.227096557617,-1,
R_0O0JhHFPj3Hi4Kx,Default Response Set,Anonymous,,,190.148.111.242,0,2015-08-27 11:32:21,2015-08-27 11:35:33,1,78505382,likeability,1,1,1,0,0,1.113,0,1,1,1,1,1,1,1,1,1,-29,64,-2,19,-100,-100,63,41,-23,2,2,2,2,2,2,2,2,2,17.291,19.154,20.057,3,1.739,3.3550000000000004,5.819,2,2.296,3.6319999999999997,4.481,2,1.999,3.215,3.88,2,3.308,4.667,5.896,2,1.988,3.457,4.604,2,1.967,3.1260000000000003,4.108,2,4.458,5.890000000000001,6.651,2,3.57,7.440999999999999,8.547,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,35,4,1,,,,,,,,,1,14.62109375,-90.526901245117,-1,
R_eKDEf2TqBT27PGl,Default Response Set,Anonymous,,,142.197.203.70,0,2015-08-27 11:28:09,2015-08-27 11:36:32,1,78535997,trust,1,,1,0,0,4.877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,35.743,0,1,1,1,1,1,1,1,1,1,100,5,48,77,15,51,21,4,30,2,2,2,2,2,2,2,2,2,11.721,13.673,23.325,2,1.955,2.846,3.63,2,2.024,4.5280000000000005,5.626,3,3.931,14.329,15.374,5,3.43,10.630000000000003,5.282,6,3.909,5.236,6.128,2,10.896,26.880000000000003,27.931,3,4.787,7.107,7.87,3,4.976,5.688,6.602,2,nope,2,34,2,1,,,,,,,,,1,29.056304931641,-82.025703430176,-1,
R_1L0ELLCL2Cl8Iuh,Default Response Set,Anonymous,,,142.197.203.70,0,2015-08-27 11:31:56,2015-08-27 11:36:35,1,78593656,likeability,1,1,1,0,0,35.411,0,1,1,1,1,1,1,1,1,1,-5,-100,14,-16,-17,81,-65,-46,38,2,2,2,2,2,2,2,2,2,3.773,10.568,8.063,2,8.047,13.263000000000002,14.515,2,17.672,20.207,20.605,4,5.563,6.994999999999999,14.832,3,11.065,12.568999999999999,13.621,3,7.082,8.568999999999999,37.893,2,3.695,7.175000000000001,13.428,3,2.023,9.692000000000002,7.473,16,2.237,4.7010000000000005,5.449,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no / ,2,23,2,1,,,,,,,,,1,29.056304931641,-82.025703430176,-1,
R_b1xZF0vTgD9JZ2t,Default Response Set,Anonymous,,,72.181.112.206,0,2015-08-27 11:32:54,2015-08-27 11:36:43,1,78563487,trust,1,,1,0,0,9.041,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.01,86.645,88.114,3,1,1,1,1,1,1,1,1,1,40,80,15,70,20,30,69,90,60,2,2,2,2,2,2,2,2,2,4.244,6.673,8.164,2,7.535,12.406,13.8,3,6.243,7.428000000000001,8.494,2,2.733,10.47,12.808,8,4.178,5.17,7.302,2,2.459,5.2010000000000005,11.458,3,5.741,7.615,8.998,2,1.96,7.7509999999999994,8.876,4,2.418,6.628,8.878,3,Nope,2,22,2,1,,,,,,,,,1,31.004302978516,-97.754302978516,-1,
R_eXvQqEwU7SwLjet,Default Response Set,Anonymous,,,63.141.217.207,0,2015-08-27 11:28:05,2015-08-27 11:37:57,1,78528362,trust,1,,1,0,0,4.383,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,27.507,0,1,1,1,1,1,1,1,1,1,22,9,10,8,15,12,13,5,8,2,2,1,1,2,1,2,1,2,2.524,3.63,5.172,2,3.453,5.932,7.158,2,4.701,12.42,13.506,2,7.777,9.584,12.112,2,3.941,9.219999999999999,10.208,3,2.997,4.143,5.103,2,1.055,2.857,4.521,2,3.811,5.1850000000000005,7.666,2,4.012,7.795999999999999,8.57,3,none,1,25,4,,1,,,,,,,,1,38.949905395508,-77.222297668457,-1,
R_8nN7vEJDTmoQN4V,Default Response Set,Anonymous,,,68.171.186.72,0,2015-08-27 11:34:57,2015-08-27 11:38:09,1,78511567,trust,1,,1,0,0,14.367,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,31.166,0,1,1,1,1,1,1,1,1,1,20,30,20,30,20,20,20,5,5,2,2,2,2,2,2,2,2,2,2.589,10.168999999999999,10.91,4,2.445,3.769,4.474,2,2.166,3.596,5.386,2,2.936,6.349,7.132,3,2.902,6.612,7.694,3,5.853,9.358,10.501,3,1.854,5.017,5.792,3,3.593,4.526,5.234,2,5.379,7.082999999999999,7.938,2,"none, thanks!",1,25,3,1,,,,,,,,,1,39.259094238281,-96.30069732666,-1,
R_5bEqRmDJSWUmv1b,Default Response Set,Anonymous,,,142.196.244.85,0,2015-08-27 11:25:13,2015-08-27 11:38:28,1,78522761,likeability,1,1,1,0,0,13.279,0,1,1,1,1,1,1,1,1,1,-28,40,-22,0,22,62,12,0,-6,2,2,2,2,2,2,2,2,2,5.531,10.263,13.595,4,8.245,19.903999999999996,21.087,4,3.646,8.995999999999999,10.073,2,3.692,12.99,14.211,4,7.264,10.829,14.747,2,4.531,13.447,16.607,3,3.581,10.385,11.371,4,4.437,8.548,9.667,2,2.569,8.952,9.986,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1,31,4,1,,,,,,,,,1,28.510604858398,-81.197601318359,-1,
R_eFB1MLPk7Tm3zM1,Default Response Set,Anonymous,,,24.2.193.183,0,2015-08-27 11:35:19,2015-08-27 11:39:01,1,78503669,trust,1,,1,0,0,17.848,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,70.278,0,1,1,1,1,1,1,1,1,1,40,19,15,25,10,10,50,70,35,2,2,2,2,2,2,2,2,2,5.686,6.909000000000001,8.279,3,12.971,17.182000000000002,19.138,3,1.679,9.551,11.045,4,5.327,9.559000000000001,10.482,3,2.657,3.2359999999999998,4.344,2,5.645,6.382,7.582,2,2.089,9.455,13.937,3,3.83,5.119,5.92,2,2.12,5.902,7.349,4,No issues.,2,30,3,1,,,,,,,,,1,41.286407470703,-72.795600891113,-1,
R_eVaRaY9RRonEapL,Default Response Set,Anonymous,,,50.141.77.25,0,2015-08-27 11:24:12,2015-08-27 11:40:42,1,78592487,trust,1,,1,0,0,2.926,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.485,897.957,900.278,12,1,1,1,1,1,1,1,1,1,50,54,40,30,36,20,48,37,16,2,1,1,1,2,2,2,1,1,1.239,2.1790000000000003,3.128,2,1.079,3.131,3.911,4,0.894,2.842,3.702,4,15.517,17.229000000000003,18.111,4,1.11,1.82,2.705,2,0.888,2.588,3.471,4,2.399,6.366999999999999,7.531,6,0.953,1.767,2.318,3,1.174,2.314,2.913,3,none,2,24,4,,,,,,1,,,,1,41.849304199219,-87.67310333252,-1,
R_55VQpD7VFLDjE45,Default Response Set,Anonymous,,,73.8.58.17,0,2015-08-27 11:37:33,2015-08-27 11:41:28,1,78557792,likeability,1,1,1,0,0,25.906,0,1,1,1,1,1,1,1,1,1,-73,11,-39,66,-5,5,34,-17,-67,2,2,2,2,2,2,2,2,2,1.591,2.962,4.205,3,2.033,2.945,3.751,2,4.971,6.522,7.747,3,1.804,4.0360000000000005,4.379,3,2.401,3.8149999999999995,4.893,2,4.407,6.814,7.716,2,3.926,5.742,7.675,2,2.384,4.968,6.27,2,2.574,4.806,5.932,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,37,4,1,,,,,,,,,1,42.359497070312,-88.273399353027,-1,
