survey_code,experiment,Q32_3,Q14(1),Q14(2),Q14(3),Q14(4),Q14(5),Q14(6),Q14(7),Q14(8),Q14(9),Q25_1(1),Q25_1(2),Q25_1(3),Q25_1(4),Q25_1(5),Q25_1(6),Q25_1(7),Q25_1(8),Q25_1(9),Q20(1),Q20(2),Q20(3),Q20(4),Q20(5),Q20(6),Q20(7),Q20(8),Q20(9),Q4_1(1),Q4_2(1),Q4_3(1),Q4_4(1),Q4_1(2),Q4_2(2),Q4_3(2),Q4_4(2),Q4_1(3),Q4_2(3),Q4_3(3),Q4_4(3),Q4_1(4),Q4_2(4),Q4_3(4),Q4_4(4),Q4_1(5),Q4_2(5),Q4_3(5),Q4_4(5),Q4_1(6),Q4_2(6),Q4_3(6),Q4_4(6),Q4_1(7),Q4_2(7),Q4_3(7),Q4_4(7),Q4_1(8),Q4_2(8),Q4_3(8),Q4_4(8),Q4_1(9),Q4_2(9),Q4_3(9),Q4_4(9),Q52,Q33_1,Q33_2,Q33_3,Q33_4,Q46(1),Q46(2),Q46(3),Q46(4),Q46(5),Q46(6),Q46(7),Q46(8),Q46(9),Q47_1(1),Q47_1(2),Q47_1(3),Q47_1(4),Q47_1(5),Q47_1(6),Q47_1(7),Q47_1(8),Q47_1(9),Q49(1),Q49(2),Q49(3),Q49(4),Q49(5),Q49(6),Q49(7),Q49(8),Q49(9),Q50_1(1),Q50_2(1),Q50_3(1),Q50_4(1),Q50_1(2),Q50_2(2),Q50_3(2),Q50_4(2),Q50_1(3),Q50_2(3),Q50_3(3),Q50_4(3),Q50_1(4),Q50_2(4),Q50_3(4),Q50_4(4),Q50_1(5),Q50_2(5),Q50_3(5),Q50_4(5),Q50_1(6),Q50_2(6),Q50_3(6),Q50_4(6),Q50_1(7),Q50_2(7),Q50_3(7),Q50_4(7),Q50_1(8),Q50_2(8),Q50_3(8),Q50_4(8),Q50_1(9),Q50_2(9),Q50_3(9),Q50_4(9),Q18,Q16,Q15,Q17,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q36,LocationLatitude,LocationLongitude,LocationAccuracy
78528362,trust,4.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,27.507,0,1,1,1,1,1,1,1,1,1,22,9,10,8,15,12,13,5,8,2,2,1,1,2,1,2,1,2,2.524,3.63,5.172,2,3.453,5.932,7.158,2,4.701,12.42,13.506,2,7.777,9.584,12.112,2,3.941,9.22,10.208,3,2.997,4.143,5.103,2,1.055,2.857,4.521,2,3.811,5.185,7.666,2,4.012,7.796,8.57,3,none,1,25,4,,1,,,,,,,,1,38.9499054,-77.22229767,-1
78511567,trust,14.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,31.166,0,1,1,1,1,1,1,1,1,1,20,30,20,30,20,20,20,5,5,2,2,2,2,2,2,2,2,2,2.589,10.169,10.91,4,2.445,3.769,4.474,2,2.166,3.596,5.386,2,2.936,6.349,7.132,3,2.902,6.612,7.694,3,5.853,9.358,10.501,3,1.854,5.017,5.792,3,3.593,4.526,5.234,2,5.379,7.083,7.938,2,"none, thanks!",1,25,3,1,,,,,,,,,1,39.25909424,-96.30069733,-1
78522761,likeability,13.279,1,1,1,1,1,1,1,1,1,-28,40,-22,0,22,62,12,0,-6,2,2,2,2,2,2,2,2,2,5.531,10.263,13.595,4,8.245,19.904,21.087,4,3.646,8.996,10.073,2,3.692,12.99,14.211,4,7.264,10.829,14.747,2,4.531,13.447,16.607,3,3.581,10.385,11.371,4,4.437,8.548,9.667,2,2.569,8.952,9.986,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1,31,4,1,,,,,,,,,1,28.51060486,-81.19760132,-1
78503669,trust,17.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,70.278,0,1,1,1,1,1,1,1,1,1,40,19,15,25,10,10,50,70,35,2,2,2,2,2,2,2,2,2,5.686,6.909,8.279,3,12.971,17.182,19.138,3,1.679,9.551,11.045,4,5.327,9.559,10.482,3,2.657,3.236,4.344,2,5.645,6.382,7.582,2,2.089,9.455,13.937,3,3.83,5.119,5.92,2,2.12,5.902,7.349,4,No issues.,2,30,3,1,,,,,,,,,1,41.28640747,-72.79560089,-1
78592487,trust,2.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.485,897.957,900.278,12,1,1,1,1,1,1,1,1,1,50,54,40,30,36,20,48,37,16,2,1,1,1,2,2,2,1,1,1.239,2.179,3.128,2,1.079,3.131,3.911,4,0.894,2.842,3.702,4,15.517,17.229,18.111,4,1.11,1.82,2.705,2,0.888,2.588,3.471,4,2.399,6.367,7.531,6,0.953,1.767,2.318,3,1.174,2.314,2.913,3,none,2,24,4,,,,,,1,,,,1,41.8493042,-87.67310333,-1
78557792,likeability,25.906,1,1,1,1,1,1,1,1,1,-73,11,-39,66,-5,5,34,-17,-67,2,2,2,2,2,2,2,2,2,1.591,2.962,4.205,3,2.033,2.945,3.751,2,4.971,6.522,7.747,3,1.804,4.036,4.379,3,2.401,3.815,4.893,2,4.407,6.814,7.716,2,3.926,5.742,7.675,2,2.384,4.968,6.27,2,2.574,4.806,5.932,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,37,4,1,,,,,,,,,1,42.35949707,-88.27339935,-1
78547367,likeability,26.978,1,1,1,1,1,1,1,1,1,16,58,-70,-47,-30,51,23,34,-8,2,2,2,2,2,2,2,2,2,40.476,46.281,49.897,2,3.63,6.301,8.011,3,9.231,11.454,12.758,2,798.26,800.74,802.283,2,3.767,8.438,10.129,3,23.158,26.749,28.383,2,5.307,8.122,9.269,3,2.573,4.94,6.149,2,10.614,12.647,14.158,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, not at all.  Everything went super smooth !!",2,39,3,1,,,,,,,,,1,35.03129578,-78.62619781,-1
78509567,likeability,6.814,1,1,1,1,1,1,1,1,1,-100,65,-43,-21,82,100,60,-18,-78,2,2,1,2,2,2,2,2,2,2.071,3.258,6.04,2,14.537,20.44,21.581,2,4.962,10.389,13.723,4,2.57,3.52,4.495,2,2.612,3.574,5.178,2,2.884,3.947,6.566,2,2.107,2.994,4.036,2,2.299,5.998,8.831,3,6.876,7.788,9.002,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,2,32,2,1,,,,,,,,,1,39.00120544,-121.0952988,-1
78500446,likeability,13.555,1,1,1,1,1,1,1,1,1,-56,21,-14,-43,-43,-9,-88,-41,-53,2,2,2,2,2,2,2,2,2,4.261,5,5.757,2,2.275,3.678,5.013,2,3.397,4.146,5.297,2,3.192,4.459,6.065,2,3.482,4.811,5.737,3,5.969,6.743,8.202,2,3.682,7.137,8.289,2,3.364,5.454,6.69,3,3.781,6.376,6.705,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing at all.,2,19,2,1,,,,,,,,,1,42.4230957,-86.21869659,-1
78575970,trust,16.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,77.127,0,1,1,1,1,1,1,1,1,1,15,60,50,20,10,5,15,40,25,2,2,2,1,2,2,2,2,2,5.261,9.7,10.342,2,6.056,21.142,22.416,3,9.564,12.669,13.459,2,7.966,12.897,14.608,3,5.377,8.468,11.239,2,4.978,8.405,9.311,2,3.408,6.61,7.586,2,5.303,7.693,8.866,2,4.771,9.105,11.207,3,No,1,31,4,1,,,,,,,,,1,42.85710144,-73.79930115,-1
78500101,trust,21.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,23.322,0,1,1,1,1,1,1,1,1,1,36,45,62,62,47,41,35,44,46,2,2,2,1,2,2,2,2,2,1.249,2.429,3.293,3,4.422,5.011,5.669,2,1.25,3.414,4.002,5,2.354,4.518,6.738,5,1.529,2.28,3.001,2,4.864,6.953,7.85,4,1.225,2.486,3.54,3,2.278,7.806,8.633,4,1.209,2.12,2.785,3,a bit,2,19,2,1,,,,,,,,,1,25.78059387,-80.18260193,-1
78531088,trust,7.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1218.083,0,1,1,1,1,1,1,1,1,1,83,52,84,100,100,100,100,72,92,1,2,1,2,2,2,2,1,2,1.63,2.166,2.822,2,4.393,5.542,6.636,2,1.82,2.556,3.168,2,2.838,3.373,3.914,2,2.388,5.676,6.347,3,8.645,9.221,9.769,2,2.213,3.045,3.666,2,6.605,8.549,9.523,4,2.125,2.706,3.305,2,,2,38,4,,,,,,1,,,,1,35.99850464,-86.7806015,-1
78588586,trust,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,89.593,0,1,1,1,1,1,1,1,1,1,40,62,50,65,71,34,70,40,81,2,2,1,2,2,2,2,2,2,2.431,5.19,8.137,5,,,,,3.666,10.723,12.369,5,,,,,2.883,4.991,6.244,3,14.122,17.502,19.257,4,0.162,11.631,12.77,4,4.657,7.57,44.843,2,2.146,3.076,3.947,2,"yes. technical issues.  / it kept saying ""unexpected error occurred"" and it would be VERY slow loading the pages.  / sometimes I had to click on the next button 3 or 4 times!",1,29,4,1,,,,,,,,,1,38.47950745,-82.66020203,-1
78575348,likeability,1.762,1,1,1,1,1,1,1,1,1,-56,79,-100,-42,45,100,26,-48,-73,1,2,2,1,2,2,2,2,2,16.271,18.262,18.826,3,2.156,3.41,3.84,3,1.545,2.704,3.451,3,2.795,3.219,3.855,2,3.248,6.733,7.397,2,1.401,1.888,2.684,2,5.066,5.538,6.227,2,1.65,2.147,2.903,2,2.548,3.039,3.805,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,29,5,,,,,,1,,,,1,42.32209778,-71.13339996,-1
78511239,trust,19.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.948,21.948,88.87,1,1,1,1,1,1,1,1,1,1,25,20,30,10,35,10,39,10,25,2,2,2,2,2,2,2,2,2,9.062,12.646,14.209,2,14.298,18.298,23.158,2,31.046,32.478,34.105,2,4.296,21.255,23.883,3,11.779,13.891,16.422,2,18.811,20.018,22.333,2,14.952,16.04,18.099,2,8.372,10.14,11.687,2,8.22,9.734,12.72,2,No problems at all.,2,35,4,,,,,,1,,,,1,36.83709717,-76.33850098,-1
78507364,likeability,7.246,1,1,1,1,1,1,1,1,1,-92,42,-88,-23,-30,50,-41,-33,-61,2,2,2,2,2,2,2,2,2,2.897,4.724,5.578,2,4.65,6.299,7.317,2,4.452,5.679,7.061,2,1.943,3.695,4.399,2,2.672,7.572,8.324,3,3.97,9.808,11.991,3,2.956,4.947,5.812,2,2.793,5.329,6.028,3,3.607,5.243,6.516,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,22,3,1,,,,,,,,,1,39.98809814,-83.04440308,-1
78571823,trust,6.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1356.724,0,1,1,1,1,1,1,1,1,1,43,80,64,31,39,53,73,50,28,2,2,2,2,2,2,2,2,2,2.499,4.451,5.81,3,2.139,3.251,4.249,2,2.005,3.108,3.827,2,1.979,4.259,5.656,3,2.339,3.586,4.74,2,2.233,3.968,5.082,2,2.731,4.123,5.025,2,4.62,7.539,8.27,3,1.851,3.114,4.194,2,none,1,39,2,1,,,,,,,,,1,40.51719666,-78.36620331,-1
78548361,likeability,10.717,1,1,1,1,1,1,1,1,1,8,38,-8,23,73,64,40,-33,-39,2,2,2,2,2,2,2,2,2,4.079,5.003,6.074,2,3.196,4.059,4.801,2,3.728,5.069,5.952,2,8.527,13.614,14.569,3,3.236,4.372,5.393,2,3.508,7.186,7.887,3,3.439,4.344,7.446,2,4.126,4.842,5.879,2,4.344,5.24,6.123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,28,4,1,,,,,,,,1,1,27.8625946,-82.70939636,-1
78599218,likeability,24.757,1,1,1,1,1,1,1,1,1,0,60,-30,10,-85,35,85,10,-62,2,2,2,2,2,2,2,2,2,8.209,10.305,11.681,2,4.796,9.292,10.504,3,3.944,6.598,8.244,3,6.275,8.253,9.815,2,9.501,20.619,22.216,3,5.056,25.757,27.071,3,4.033,9.277,10.318,3,9.208,11.193,12.304,2,14.545,16.609,17.818,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, everything went great for me, thanks!",1,36,3,1,,,,,,,,,1,27.94439697,-82.41899872,-1
78549910,trust,8.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.845,29.412,40.861,6,1,1,1,1,1,1,1,1,1,50,25,46,70,93,20,40,45,28,2,2,2,2,2,2,2,2,2,3.284,4.043,4.544,2,5.393,10.137,10.807,5,1.835,2.746,3.157,2,3.314,3.922,4.704,2,2.469,3.14,3.656,2,4.693,6.268,7.05,3,2.784,5.216,6.392,3,1.835,3.883,4.078,4,1.629,3.124,3.542,2,,2,29,3,1,,,,,,,,,1,27.93919373,-82.47229767,-1
78599540,likeability,61.921,1,1,1,1,1,1,1,1,1,-8,-15,-2,-1,-17,23,2,4,-4,2,2,2,2,2,2,2,2,2,2.009,3.043,4.12,2,2.675,5.172,6.433,3,5.632,7.02,7.98,2,3.504,6.888,7.61,3,3.503,4.621,6.134,2,3.865,5.855,7.234,3,2.443,5.29,5.93,4,2.367,5.384,6.774,3,5.223,7.161,8.272,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,4,1,,,,,,,,,1,44.40510559,-69.75669861,-1
78543404,trust,14.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,77.589,0,1,1,1,1,1,1,1,1,1,30,28,40,50,50,60,19,10,25,2,2,2,2,2,2,2,2,2,2.941,5.356,6.038,3,5.979,132.625,134.8,4,2.224,5.753,8.133,4,1.408,3.487,4.388,3,2.205,4.58,6.793,4,3.713,4.304,5.542,2,1.896,3.264,5.303,2,1.805,3.557,7.104,3,3.728,4.352,5.975,2,there were no problems.,2,27,4,1,,,,,,,,,1,30.06889343,-81.56210327,-1
78571407,trust,11.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,505.797,0,1,1,1,1,1,1,1,1,1,40,40,30,50,50,29,41,40,40,2,2,2,2,2,2,2,2,2,1.96,3.001,4.343,2,2.547,4.538,4.908,2,2.408,3.764,4.864,2,1.87,8.306,9.484,4,7.878,21.183,22.819,5,3.357,5.631,6.906,2,2,3.162,4.779,2,1.547,2.868,4.784,2,2.884,4.376,5.231,2,,1,31,3,,1,,,1,,,,,1,38.18800354,-85.83650208,-1
78535143,trust,11.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,46.027,0,1,1,1,1,1,1,1,1,1,10,0,0,0,10,60,10,0,0,2,2,2,2,2,2,2,2,2,3.39,7.216,8.673,2,2.183,2.983,3.818,2,2.28,3.023,4.562,2,2.303,3.006,4.545,2,2.663,4.879,6.378,3,7.781,10.133,11.375,3,6.948,13.284,14.758,3,1.844,2.637,3.487,2,6.016,7.031,8.713,2,No problems or confusion. / ,1,54,3,1,,,,,,,,,1,45.42430115,-122.3726959,-1
78546735,trust,9.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.324,2.324,59.166,1,1,1,1,1,1,1,1,1,1,39,19,19,10,9,10,51,19,39,2,2,2,2,2,2,2,2,2,8.918,10.397,11.235,3,2.039,6.184,7.845,2,2.384,5.321,6.693,3,2.167,2.878,6.275,2,2.851,4.203,5.385,2,6.808,9.488,11.047,2,3.646,6.975,8.86,2,3.673,5.489,6.343,2,2.315,5.043,5.768,4,No issues.,2,48,2,,,,,,,,,1,1,42.09779358,-73.99669647,-1
78521692,likeability,11.13,1,1,1,1,1,1,1,1,1,-84,40,-40,40,40,60,-63,0,-40,2,2,2,2,2,2,2,2,2,1.919,5.34,6.15,3,5.065,6.013,6.817,2,11.738,12.53,13.449,2,5.714,6.453,7.188,2,3.827,4.458,5.579,2,3.084,3.727,4.613,2,7.845,11.174,12.608,2,6.286,6.882,7.566,2,6.992,7.673,8.432,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,2,21,4,,,,,,1,,,,1,40.61659241,-74.01239777,-1
78571450,trust,123.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,10.852,0,1,1,1,1,1,1,1,1,1,29,22,27,38,30,54,10,2,9,2,2,2,2,2,2,2,2,2,3.707,4.803,5.706,2,3.681,7.041,8.713,2,5.162,6.85,8.527,2,6.473,7.568,8.494,2,16.584,17.599,18.395,2,9.389,14.397,15.725,2,1.773,3.444,4.49,2,3.364,4.259,5.958,2,6.564,7.939,9.146,2,,2,32,5,,,,,,1,,,,1,43.647995,-79.38159943,-1
78572783,trust,5.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,19.211,0,1,1,1,1,1,1,1,1,1,60,0,20,10,0,0,0,10,0,1,2,1,1,2,2,2,1,2,10.753,11.903,14.103,2,7.571,9.71,11.467,2,6.391,8.666,10.376,2,8.794,9.497,11.363,2,1.853,2.688,4.234,2,3.603,8.339,10.227,2,1.978,3.53,4.724,2,8.299,9.558,11.65,2,1.806,2.787,4.356,2,"No, I was unable to begin it for quite a few minutes as I received a phone call after accepting the hit. I finished the call and began the survey.",1,26,3,1,,,,,,,,,1,37.33700562,-89.5911026,-1
78549967,likeability,12.137,1,1,1,1,1,1,1,1,1,18,58,1,-12,31,24,-1,18,-60,2,2,2,2,2,2,2,2,2,7.018,8.254,9.328,3,1.365,2.222,2.992,2,28.275,29.208,30.303,2,3.159,4.444,5.473,3,1.957,2.966,3.692,2,1.913,3.158,6.019,3,11.054,12.272,13.051,2,2.413,3.61,4.276,3,14.923,18.708,19.439,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2,33,4,1,,,,,,,,,1,41.47489929,-81.73880005,-1
78542590,likeability,7.917,1,1,1,1,1,1,1,1,1,40,-79,-61,85,-11,100,-59,-41,-39,2,2,2,2,2,2,2,2,2,2.288,3.072,4.202,2,2.273,3.817,4.858,2,2.834,3.617,4.971,2,5.482,6.37,7.187,2,3.27,9.613,10.415,3,4.343,8.391,9.257,3,1.752,2.736,3.906,2,1.784,2.536,3.322,2,1.953,2.641,4.018,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,4,1,,,,,,,,,1,40.23789978,-76.92279816,-1
78504649,likeability,370.736,1,1,1,1,1,1,1,1,1,9,8,14,44,7,-10,39,46,-10,2,2,2,2,2,2,2,2,2,2.786,5.024,6.037,2,50.796,53.769,54.726,4,1.738,2.722,3.618,2,6.466,8.593,9.929,3,394.719,398.615,399.802,3,48.948,51.117,53.072,3,105.461,107.352,108.865,2,344.05,346.487,348.043,3,28.403,749.538,752.313,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,2,1,,,,,,,,1,1,34.17669678,-118.3105011,-1
78536369,trust,6.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,78.779,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3.663,6.623,8.113,2,14.309,16.887,18.072,2,2.233,2.889,3.882,2,1.95,2.654,3.879,2,2.11,2.718,3.848,2,2.721,3.369,4.435,2,1.416,2.352,3.113,2,1.635,2.562,3.508,2,1.125,2.66,3.246,3,,1,22,4,1,,,,,,,,,1,33.95289612,-118.3092957,-1
78505107,likeability,5.866,1,1,1,1,1,1,1,1,1,-100,20,-20,-75,85,100,0,35,-70,2,2,2,2,2,2,2,2,2,2.988,4.083,4.78,2,5.583,6.682,7.339,2,5.052,6.064,6.979,2,3.928,8.878,9.827,4,4.075,5.858,6.765,2,2.439,3.399,4.2,2,3.724,4.73,5.344,2,5.902,6.766,7.54,2,9.64,12.573,13.394,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,30,4,1,,,,,,,,,1,41.9703064,-80.3125,-1
78537733,trust,8.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,93.521,0,1,1,1,1,1,1,1,1,1,36,30,24,58,74,100,28,13,36,2,2,2,2,2,2,2,2,2,1.336,2.089,2.661,2,1.428,3.627,4.319,4,5.913,7.504,7.772,3,2.253,3.517,5.865,3,2.233,4.714,5.365,5,4.476,7.169,8.494,2,2.062,7.271,7.946,6,1.495,2.51,3.865,4,2.372,4.179,4.76,3,none,2,27,4,1,,,,,,,,,1,39.0572052,-94.59329987,-1
78571006,likeability,37.475,1,1,1,1,1,1,1,1,1,-63,21,-18,-65,-22,0,20,-12,50,2,2,2,2,2,2,2,2,2,3.312,31.735,35.114,4,7.831,10.835,13.948,2,8.49,12.898,16.913,2,23.766,36.654,40.353,3,28.097,34.101,38.017,2,8.176,29.679,30.994,5,7.944,12.079,13.327,2,11.868,16.667,17.961,2,11.175,18.378,19.67,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,28,4,,1,,,,,,,,1,40.66140747,-73.95829773,-1
78577730,likeability,435.507,1,1,1,1,1,1,1,1,1,0,30,0,9,14,-9,20,30,4,2,1,2,2,2,2,1,2,2,98.845,108.51,109.147,7,3.841,6.552,7.322,2,4.057,10.901,12.133,3,50.931,55.262,55.692,4,306.743,310.844,311.537,2,4.037,6.383,7.816,2,26.384,380.418,381.499,5,4.534,6.515,7.184,4,4.73,6.521,7.659,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,2,1,,,,,,,,,1,34.06069946,-86.76750183,-1
78533517,trust,20.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.139,21.139,25.463,1,1,1,1,1,1,1,1,1,1,29,21,29,47,54,62,48,50,37,2,1,2,2,1,1,1,1,2,14.679,17.744,18.765,2,1.379,4.769,5.795,3,1.819,2.658,3.735,2,2.228,3.452,4.673,2,1.491,3.927,3.153,3,1.536,3.584,4.503,4,1.538,2.242,3.03,2,1.589,2.492,3.329,2,7.351,9.367,10.052,3,no,2,41,4,1,,,,,,,,,1,41.68159485,-72.94049835,-1
78518449,likeability,8.327,1,1,1,1,1,1,1,1,1,-65,-42,-43,-95,89,85,-5,51,39,2,2,2,2,2,2,2,1,2,1.354,2.39,2.862,3,4.117,5.324,6.417,3,258.801,259.653,260.72,2,1.875,4.277,4.823,5,45.858,47.574,48.389,3,1.713,2.927,3.668,3,1.509,2.422,3.423,2,3.246,3.763,4.415,2,2.875,3.866,4.654,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"There was no confusions, or technical issues experienced. ",2,28,4,1,,,,,,,,,1,45.61030579,-122.7454987,-1
78500266,likeability,30.274,1,1,1,1,1,1,1,1,1,22,28,-39,0,-21,100,40,62,-20,2,2,2,2,2,2,2,2,2,3.731,5.33,6.166,2,3.141,4.786,5.663,2,3.788,12.46,13.492,3,5.248,20.127,21.235,3,4.234,7.986,8.871,4,13.119,16.005,16.972,2,5.245,6.706,7.926,2,3.15,6.316,7.275,3,4.212,5.365,6.665,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,52,3,1,,,,,,,,,1,34.14649963,-118.4651947,-1
78558814,trust,21.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,86.016,0,1,1,1,1,1,1,1,1,1,50,50,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,4.024,9.489,12.388,4,3.125,4.899,8.237,3,2.652,3.883,5.437,2,3.466,6.207,7.146,3,3.81,7.368,11.953,2,4.819,6.223,8.161,2,1.902,4.746,6.011,2,2.556,5.161,7.439,4,1.5,14.157,17.077,3,,2,28,4,1,,,,,,,,,1,41.88760376,-87.63680267,-1
78526036,likeability,13.626,1,1,1,1,1,1,1,1,1,50,80,-20,60,-100,42,-22,-20,60,1,2,2,2,2,2,2,2,2,0,0,7.575,0,0,0,22.931,0,0,0,6.818,0,0,0,8.718,0,0,0,6.853,0,4.16,4.16,7.615,1,3.205,9.818,27.529,3,0,0,5.061,0,0,0,7.117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,3,1,,,,,,,,,1,41.38499451,-75.64610291,-1
78520386,likeability,7.94,1,1,1,1,1,1,1,1,1,-60,-11,-81,27,60,90,-21,10,-30,2,2,2,2,2,2,2,2,2,4.704,5.796,6.465,2,2.677,3.228,4.327,2,6.475,8.729,12.638,2,2.241,3.927,9.131,2,4.595,5.585,6.417,2,4.619,6.184,7.032,2,6.14,7.134,7.762,2,4.136,8.089,9.423,3,6.176,7.216,7.943,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,2,29,3,1,,,,,,,,,1,41.6558075,-74.6867981,-1
